agg_trade_id,price,quantity,first_trade_id,last_trade_id,transact_time,is_buyer_maker
31767805,19.92000,372.00,116614962,116614963,1787553261068,false
31767806,19.92000,325.31,116614964,116615021,1787553261567,false
31767807,19.92000,174.41,116615022,116615027,1787553264093,true
31767808,19.91000,29.18,116615028,116615028,1787553264315,true
31767809,19.91000,155.86,116615029,116615052,1787553265429,true
31767810,19.91000,78.15,116615053,116615053,1787553265835,true
31767811,19.90000,6.93,116615054,116615054,1787553265835,true
31767812,19.91000,434.66,116615055,116615063,1787553266080,false
31767813,19.91000,198.58,116615064,116615066,1787553266084,true
31767814,19.91000,216.78,116615067,116615080,1787553269136,false
31767815,19.91000,38.15,116615081,116615082,1787553269301,true
31767816,19.91000,238.18,116615083,116615089,1787553270381,false
31767817,19.91000,808.19,116615090,116615096,1787553270724,true
31767818,19.90000,230.03,116615097,116615143,1787553271733,true
31767819,19.90000,162.51,116615144,116615146,1787553271759,false
31767820,19.90000,312.47,116615147,116615153,1787553272208,false
31767821,19.90000,0.83,116615154,116615154,1787553272417,true
31767822,19.89000,25.08,116615155,116615155,1787553272757,true
31767823,19.90000,939.16,116615156,116615166,1787553274149,false
31767824,19.90000,18.54,116615167,116615167,1787553279888,true
31767825,19.90000,322.84,116615168,116615175,1787553280954,true
31767826,19.90000,0.26,116615176,116615176,1787553280998,false
31767827,19.90000,28.09,116615177,116615179,1787553282771,true
31767828,19.90000,404.97,116615180,116615187,1787553283620,false
31767829,19.90000,198.89,116615188,116615191,1787553283939,true
31767830,19.89000,606.64,116615192,116615237,1787553284411,true
31767831,19.88000,422.16,116615238,116615239,1787553284791,true
31767832,19.89000,253.52,116615240,116615248,1787553288752,false
31767833,19.90000,143.88,116615249,116615249,1787553288764,false
31767834,19.89000,38.83,116615250,116615251,1787553289115,true
31767835,19.89000,353.91,116615252,116615257,1787553289375,false
31767836,19.89000,11.65,116615258,116615258,1787553292752,true
31767837,19.89000,152.53,116615259,116615265,1787553295586,true
31767838,19.88000,2054.40,116615266,116615356,1787553295588,true
31767839,19.88000,307.41,116615357,116615361,1787553295592,false
31767840,19.88000,290.82,116615362,116615365,1787553295598,true
31767841,19.88000,1108.49,116615366,116615386,1787553295602,false
31767842,19.89000,983.43,116615387,116615424,1787553296084,false
31767843,19.89000,709.22,116615425,116615430,1787553296227,true
31767844,19.89000,307.49,116615431,116615434,1787553296789,false
31767845,19.89000,44.18,116615435,116615439,1787553297646,true
31767846,19.89000,28.93,116615440,116615442,1787553298070,false
31767847,19.89000,200.78,116615443,116615445,1787553298120,true
31767848,19.88000,150.09,116615446,116615467,1787553299470,true
31767849,19.88000,83.86,116615468,116615473,1787553299526,false
31767850,19.88000,62.36,116615474,116615474,1787553299528,true
31767851,19.88000,34.76,116615475,116615475,1787553300014,true
31767852,19.88000,34.70,116615476,116615477,1787553300128,true
31767853,19.89000,104.97,116615478,116615481,1787553300549,false
31767854,19.89000,844.22,116615482,116615506,1787553300795,false
31767855,19.89000,159.08,116615507,116615507,1787553301019,true
31767856,19.89000,7.12,116615508,116615508,1787553305544,true
31767857,19.90000,974.86,116615509,116615557,1787553311346,false
31767858,19.90000,2.49,116615558,116615558,1787553314139,true
31767859,19.90000,2.24,116615559,116615560,1787553314842,true
31767860,19.90000,1.05,116615561,116615561,1787553315053,true
31767861,19.90000,1111.12,116615562,116615572,1787553318734,true
31767862,19.90000,177.36,116615573,116615573,1787553330995,false
31767863,19.89000,100.65,116615574,116615575,1787553336242,true
31767864,19.90000,480.34,116615576,116615577,1787553336247,false
31767865,19.90000,1.00,116615578,116615578,1787553340107,false
31767866,19.90000,130.01,116615579,116615590,1787553340743,false
31767867,19.91000,367.11,116615591,116615647,1787553342249,false
31767868,19.91000,22.46,116615648,116615661,1787553342272,true
31767869,19.92000,265.47,116615662,116615717,1787553342496,false
31767870,19.93000,346.29,116615718,116615773,1787553344184,false
31767871,19.93000,486.84,116615774,116615792,1787553349772,true
31767872,19.93000,0.73,116615793,116615793,1787553354050,false
31767873,19.93000,9.17,116615794,116615794,1787553354203,false
31767874,19.93000,17.82,116615795,116615797,1787553354307,false
31767875,19.93000,7.23,116615798,116615798,1787553354434,false
31767876,19.93000,5.30,116615799,116615800,1787553354745,false
31767877,19.92000,50.00,116615801,116615801,1787553355708,true
31767878,19.92000,603.81,116615802,116615915,1787553356417,true
31767879,19.92000,694.10,116615916,116615929,1787553356421,false
31767880,19.92000,156.57,116615930,116615935,1787553356423,true
31767881,19.91000,3.61,116615936,116615936,1787553360704,true
31767882,19.91000,301.48,116615937,116615998,1787553364207,true
31767883,19.91000,70.33,116615999,116616002,1787553364211,false
31767884,19.91000,227.12,116616003,116616007,1787553364214,true
31767885,19.90000,236.30,116616008,116616065,1787553365357,true
31767886,19.90000,301.10,116616066,116616075,1787553365360,false
31767887,19.90000,644.14,116616076,116616081,1787553365362,true
31767888,19.90000,956.38,116616082,116616084,1787553365379,false
31767889,19.90000,202.53,116616085,116616088,1787553365534,true
31767890,19.90000,121.10,116616089,116616090,1787553365572,false
31767891,19.90000,88.28,116616091,116616091,1787553366406,true
31767892,19.90000,83.53,116616092,116616097,1787553366957,true
31767893,19.90000,484.20,116616098,116616101,1787553367042,false
31767894,19.90000,9.42,116616102,116616102,1787553370374,false
31767895,19.89000,14.60,116616103,116616103,1787553371073,true
31767896,19.90000,98.00,116616104,116616107,1787553371287,false
31767897,19.90000,384.17,116616108,116616108,1787553372323,true
31767898,19.90000,2.88,116616109,116616110,1787553373613,true
31767899,19.90000,4.99,116616111,116616113,1787553373773,true
31767900,19.90000,4.15,116616114,116616116,1787553373898,true
31767901,19.90000,7.74,116616117,116616118,1787553374003,true
31767902,19.90000,81.24,116616119,116616126,1787553374317,true
31767903,19.90000,254.63,116616127,116616135,1787553380382,false
31767904,19.90000,73.40,116616136,116616136,1787553383978,true
31767905,19.91000,150.36,116616137,116616160,1787553384976,false
31767906,19.92000,116.12,116616161,116616201,1787553386409,false
31767907,19.92000,306.18,116616202,116616208,1787553388172,true
31767908,19.91000,67.89,116616209,116616211,1787553389945,true
31767909,19.92000,91.80,116616212,116616215,1787553390515,false
31767910,19.92000,234.71,116616216,116616222,1787553390822,true
31767911,19.92000,468.70,116616223,116616228,1787553403593,false
31767912,19.91000,1.06,116616229,116616229,1787553403811,true
31767913,19.91000,23.50,116616230,116616230,1787553405759,true
31767914,19.91000,219.13,116616231,116616257,1787553406293,true
31767915,19.91000,1004.52,116616258,116616260,1787553406367,false
31767916,19.90000,144.91,116616261,116616302,1787553407028,true
31767917,19.90000,152.16,116616303,116616307,1787553411104,false
31767918,19.91000,78.50,116616308,116616329,1787553417682,false
31767919,19.92000,81.71,116616330,116616367,1787553419042,false
31767920,19.92000,50.27,116616368,116616368,1787553419405,true
31767921,19.92000,69.80,116616369,116616369,1787553422893,true
31767922,19.92000,61.49,116616370,116616374,1787553424188,true
31767923,19.92000,59.37,116616375,116616375,1787553429287,false
31767924,19.92000,140.13,116616376,116616380,1787553431361,false
31767925,19.91000,0.83,116616381,116616381,1787553433380,true
31767926,19.91000,3.42,116616382,116616383,1787553433488,true
31767927,19.92000,1.00,116616384,116616384,1787553437758,false
31767928,19.91000,7.15,116616385,116616385,1787553437758,true
31767929,19.92000,38.21,116616386,116616386,1787553441237,false
31767930,19.91000,0.87,116616387,116616387,1787553441271,true
31767931,19.92000,160.64,116616388,116616398,1787553442541,false
31767932,19.93000,109.27,116616399,116616453,1787553443466,false
31767933,19.93000,22.68,116616454,116616463,1787553443502,true
31767934,19.93000,542.45,116616464,116616472,1787553448856,true
31767935,19.92000,249.77,116616473,116616506,1787553448883,true
31767936,19.92000,301.84,116616507,116616524,1787553453313,false
31767937,19.93000,434.82,116616525,116616557,1787553454430,false
31767938,19.94000,49.72,116616558,116616558,1787553455548,false
31767939,19.94000,1045.80,116616559,116616636,1787553457048,false
31767940,19.94000,47.84,116616637,116616640,1787553459756,true
31767941,19.94000,7.47,116616641,116616641,1787553469404,false
31767942,19.94000,353.77,116616642,116616659,1787553472063,false
31767943,19.94000,4.75,116616660,116616660,1787553472605,true
31767944,19.95000,384.91,116616661,116616664,1787553473235,false
31767945,19.94000,1.01,116616665,116616665,1787553473869,true
31767946,19.94000,252.80,116616666,116616672,1787553474787,true
31767947,19.94000,211.32,116616673,116616684,1787553477366,false
31767948,19.95000,18.42,116616685,116616698,1787553480559,false
31767949,19.95000,583.84,116616699,116616766,1787553482948,false
31767950,19.96000,840.93,116616767,116616851,1787553483124,false
31767951,19.96000,623.57,116616852,116616861,1787553483127,true
31767952,19.95000,143.95,116616862,116616885,1787553484638,true
31767953,19.94000,25.02,116616886,116616886,1787553486358,true
31767954,19.94000,388.88,116616887,116616926,1787553487561,true
31767955,19.93000,374.24,116616927,116616974,1787553489241,true
31767956,19.93000,55.68,116616975,116616977,1787553491317,false
31767957,19.93000,21.61,116616978,116616981,1787553492729,false
31767958,19.93000,7.75,116616982,116616984,1787553494434,true
31767959,19.92000,1.36,116616985,116616985,1787553494545,true
31767960,19.92000,5.46,116616986,116616987,1787553494684,true
31767961,19.92000,1.15,116616988,116616988,1787553494838,true
31767962,19.92000,664.73,116616989,116617042,1787553499134,true
31767963,19.92000,4.80,116617043,116617043,1787553499263,false
31767964,19.92000,0.31,116617044,116617044,1787553502230,false
31767965,19.91000,5.16,116617045,116617045,1787553508626,true
31767966,19.92000,398.08,116617046,116617062,1787553517595,false
31767967,19.92000,0.32,116617063,116617063,1787553517653,true
31767968,19.92000,127.04,116617064,116617066,1787553521360,true
31767969,19.93000,176.66,116617067,116617068,1787553523004,false
31767970,19.92000,25.16,116617069,116617069,1787553527168,true
31767971,19.93000,1026.50,116617070,116617101,1787553532221,false
31767972,19.93000,490.44,116617102,116617107,1787553532232,true
31767973,19.92000,339.59,116617108,116617140,1787553535034,true
31767974,19.92000,2.51,116617141,116617141,1787553537082,false
31767975,19.91000,25.05,116617142,116617142,1787553537512,true
31767976,19.92000,18.12,116617143,116617144,1787553540503,false
31767977,19.91000,0.40,116617145,116617145,1787553547855,true
31767978,19.92000,171.15,116617146,116617149,1787553549129,false
31767979,19.91000,13.69,116617150,116617157,1787553550718,true
31767980,19.91000,25.60,116617158,116617162,1787553552180,true
31767981,19.91000,22.97,116617163,116617169,1787553552607,true
31767982,19.91000,1.98,116617170,116617170,1787553552884,true
31767983,19.92000,257.52,116617171,116617173,1787553553004,false
31767984,19.91000,2.41,116617174,116617174,1787553554680,true
31767985,19.91000,1.43,116617175,116617175,1787553555495,true
31767986,19.91000,3874.42,116617176,116617227,1787553555744,true
31767987,19.91000,25.11,116617228,116617228,1787553576258,false
31767988,19.91000,353.26,116617229,116617242,1787553576693,false
31767989,19.92000,101.31,116617243,116617266,1787553576994,false
31767990,19.93000,73.36,116617267,116617303,1787553577137,false
31767991,19.93000,663.32,116617304,116617310,1787553577139,true
31767992,19.93000,518.36,116617311,116617315,1787553577141,false
31767993,19.93000,471.31,116617316,116617319,1787553577143,true
31767994,19.93000,482.60,116617320,116617329,1787553577146,false
31767995,19.93000,0.31,116617330,116617330,1787553577150,true
31767996,19.93000,154.73,116617331,116617337,1787553583457,true
31767997,19.93000,596.81,116617338,116617343,1787553583459,false
31767998,19.93000,557.56,116617344,116617349,1787553583461,true
31767999,19.93000,50.24,116617350,116617350,1787553584829,false
31768000,19.92000,26.85,116617351,116617360,1787553589241,true
31768001,19.92000,11.37,116617361,116617365,1787553589387,true
31768002,19.92000,6.85,116617366,116617366,1787553590226,true
31768003,19.92000,31.76,116617367,116617390,1787553595899,true
31768004,19.91000,248.97,116617391,116617426,1787553596311,true
31768005,19.90000,195.62,116617427,116617496,1787553597211,true
31768006,19.90000,37.66,116617497,116617498,1787553597215,false
31768007,19.90000,395.04,116617499,116617504,1787553597217,true
31768008,19.89000,8.04,116617505,116617512,1787553597220,true
31768009,19.90000,0.52,116617513,116617514,1787553597226,true
31768010,19.90000,119.51,116617515,116617524,1787553597835,false
31768011,19.90000,5.22,116617525,116617525,1787553597983,true
31768012,19.91000,471.92,116617526,116617559,1787553600278,false
31768013,19.91000,11.37,116617560,116617564,1787553600282,true
31768014,19.92000,11.85,116617565,116617567,1787553600546,false
31768015,19.91000,5.22,116617568,116617568,1787553600989,true
31768016,19.91000,2.62,116617569,116617569,1787553601543,true
31768017,19.91000,119.65,116617570,116617575,1787553602418,true
31768018,19.90000,4.06,116617576,116617576,1787553603435,true
31768019,19.90000,502.55,116617577,116617603,1787553604757,true
31768020,19.89000,181.50,116617604,116617663,1787553606154,true
31768021,19.88000,15.75,116617664,116617669,1787553607168,true
31768022,19.88000,150.90,116617670,116617670,1787553608086,true
31768023,19.88000,2.61,116617671,116617671,1787553610297,true
31768024,19.88000,2.59,116617672,116617672,1787553610884,true
31768025,19.88000,418.63,116617673,116617749,1787553613130,true
31768026,19.88000,244.01,116617750,116617756,1787553613149,false
31768027,19.87000,5.53,116617757,116617758,1787553613149,true
31768028,19.88000,166.96,116617759,116617767,1787553613154,true
31768029,19.88000,521.22,116617768,116617773,1787553613210,false
31768030,19.88000,13.64,116617774,116617776,1787553613220,true
31768031,19.88000,186.65,116617777,116617781,1787553613786,true
31768032,19.88000,0.62,116617782,116617782,1787553613804,false
31768033,19.88000,6.57,116617783,116617784,1787553614279,false
31768034,19.87000,2.60,116617785,116617785,1787553614414,true
31768035,19.87000,2.29,116617786,116617787,1787553614676,true
31768036,19.87000,346.68,116617788,116617862,1787553616578,true
31768037,19.87000,59.08,116617863,116617867,1787553616607,false
31768038,19.88000,12.58,116617868,116617868,1787553618520,false
31768039,19.87000,13.36,116617869,116617869,1787553619111,true
31768040,19.88000,303.15,116617870,116617896,1787553621683,false
31768041,19.88000,36.86,116617897,116617897,1787553621687,true
31768042,19.88000,0.53,116617898,116617898,1787553622824,true
31768043,19.88000,0.53,116617899,116617899,1787553624925,true
31768044,19.89000,328.27,116617900,116617955,1787553626524,false
31768045,19.89000,32.40,116617956,116617956,1787553636257,true
31768046,19.89000,0.72,116617957,116617957,1787553636518,true
31768047,19.90000,10.05,116617958,116617958,1787553641582,false
31768048,19.90000,10.05,116617959,116617959,1787553642606,false
31768049,19.89000,185.64,116617960,116617962,1787553643698,true
31768050,19.89000,53.32,116617963,116617963,1787553654306,true
31768051,19.89000,794.10,116617964,116617977,1787553654648,true
31768052,19.89000,6.76,116617978,116617979,1787553660527,false
31768053,19.89000,1603.85,116617980,116617994,1787553667613,false
31768054,19.90000,312.81,116617995,116618062,1787553667628,false
31768055,19.90000,482.11,116618063,116618073,1787553667630,true
31768056,19.90000,811.44,116618074,116618085,1787553667632,false
31768057,19.90000,6.73,116618086,116618090,1787553667637,true
31768058,19.91000,436.55,116618091,116618140,1787553667640,false
31768059,19.91000,433.08,116618141,116618151,1787553667641,true
31768060,19.91000,5.01,116618152,116618152,1787553667644,false
31768061,19.91000,320.63,116618153,116618172,1787553667808,false
31768062,19.92000,317.58,116618173,116618235,1787553667816,false
31768063,19.92000,50.00,116618236,116618236,1787553668112,false
31768064,19.91000,5.39,116618237,116618237,1787553668943,true
31768065,19.91000,15.73,116618238,116618242,1787553669338,true
31768066,19.92000,1000.00,116618243,116618246,1787553672862,false
31768067,19.91000,6.75,116618247,116618249,1787553673948,true
31768068,19.91000,26.63,116618250,116618250,1787553677226,true
31768069,19.92000,124.89,116618251,116618276,1787553678170,false
31768070,19.92000,11.14,116618277,116618280,1787553678181,true
31768071,19.92000,19.05,116618281,116618286,1787553685082,true
31768072,19.92000,21.19,116618287,116618287,1787553686178,false
31768073,19.91000,35.38,116618288,116618299,1787553687367,true
31768074,19.91000,18.48,116618300,116618304,1787553687614,true
31768075,19.91000,6.17,116618305,116618307,1787553688019,true
31768076,19.91000,130.72,116618308,116618331,1787553689316,true
31768077,19.90000,100.76,116618332,116618375,1787553702580,true
31768078,19.90000,2.68,116618376,116618376,1787553705053,false
31768079,19.90000,332.22,116618377,116618391,1787553707321,false
31768080,19.91000,500.95,116618392,116618423,1787553707326,false
31768081,19.91000,28.97,116618424,116618431,1787553707433,true
31768082,19.91000,153.81,116618432,116618436,1787553708115,true
31768083,19.90000,309.74,116618437,116618460,1787553710299,true
31768084,19.89000,615.33,116618461,116618497,1787553713514,true
31768085,19.89000,16.76,116618498,116618500,1787553713972,false
31768086,19.89000,0.31,116618501,116618501,1787553713984,true
31768087,19.89000,7.14,116618502,116618502,1787553715378,true
31768088,19.89000,396.96,116618503,116618509,1787553715579,true
31768089,19.89000,181.47,116618510,116618514,1787553718528,true
31768090,19.89000,7.53,116618515,116618516,1787553721123,false
31768091,19.89000,5.09,116618517,116618517,1787553724202,false
31768092,19.88000,1614.81,116618518,116618589,1787553726495,true
31768093,19.88000,251.58,116618590,116618595,1787553726499,false
31768094,19.88000,1257.37,116618596,116618604,1787553727202,true
31768095,19.88000,200.23,116618605,116618609,1787553727363,false
31768096,19.88000,90.88,116618610,116618631,1787553727368,true
31768097,19.88000,28.34,116618632,116618632,1787553727932,true
31768098,19.88000,77.58,116618633,116618636,1787553728567,true
31768099,19.87000,5.53,116618637,116618638,1787553728570,true
31768100,19.88000,50.00,116618639,116618639,1787553728867,false
31768101,19.87000,122.13,116618640,116618695,1787553730737,true
31768102,19.87000,172.95,116618696,116618703,1787553730889,false
31768103,19.87000,2.50,116618704,116618704,1787553732871,true
31768104,19.87000,222.35,116618705,116618710,1787553733212,true
31768105,19.86000,8.18,116618711,116618714,1787553733460,true
31768106,19.87000,536.46,116618715,116618730,1787553734227,false
31768107,19.87000,22.05,116618731,116618737,1787553734237,true
31768108,19.88000,381.26,116618738,116618778,1787553734374,false
31768109,19.88000,694.03,116618779,116618786,1787553734376,true
31768110,19.88000,807.98,116618787,116618793,1787553734378,false
31768111,19.88000,49.74,116618794,116618801,1787553734382,true
31768112,19.88000,688.25,116618802,116618810,1787553734385,false
31768113,19.88000,189.13,116618811,116618813,1787553734386,true
31768114,19.88000,326.66,116618814,116618818,1787553734389,false
31768115,19.88000,365.89,116618819,116618824,1787553734390,true
31768116,19.87000,1.50,116618825,116618825,1787553734397,true
31768117,19.87000,3.72,116618826,116618827,1787553734734,true
31768118,19.87000,42.02,116618828,116618855,1787553735072,true
31768119,19.87000,610.69,116618856,116618863,1787553735259,false
31768120,19.87000,25.13,116618864,116618864,1787553736070,true
31768121,19.87000,282.93,116618865,116618868,1787553738046,true
31768122,19.86000,25.12,116618869,116618869,1787553739079,true
31768123,19.86000,694.23,116618870,116618930,1787553742083,true
31768124,19.85000,1723.87,116618931,116619014,1787553742091,true
31768125,19.86000,255.64,116619015,116619042,1787553742130,false
31768126,19.86000,128.26,116619043,116619045,1787553742131,true
31768127,19.86000,5.15,116619046,116619046,1787553742885,true
31768128,19.86000,66.18,116619047,116619050,1787553744958,true
31768129,19.85000,6.54,116619051,116619051,1787553744965,true
31768130,19.86000,310.47,116619052,116619060,1787553745048,false
31768131,19.86000,65.81,116619061,116619066,1787553745079,true
31768132,19.86000,13.43,116619067,116619069,1787553745969,true
31768133,19.87000,2.38,116619070,116619070,1787553746023,false
31768134,19.86000,13.42,116619071,116619073,1787553747668,true
31768135,19.87000,456.57,116619074,116619128,1787553749358,false
31768136,19.87000,75.74,116619129,116619135,1787553749363,true
31768137,19.87000,123.54,116619136,116619138,1787553752033,true
31768138,19.87000,59.90,116619139,116619139,1787553752226,true
31768139,19.87000,62.23,116619140,116619140,1787553754801,true
31768140,19.87000,42.91,116619141,116619144,1787553757226,true
31768141,19.88000,372.67,116619145,116619217,1787553759239,false
31768142,19.88000,12.34,116619218,116619231,1787553759266,true
31768143,19.88000,207.10,116619232,116619236,1787553759675,true
31768144,19.88000,5.03,116619237,116619237,1787553764239,false
31768145,19.87000,85.16,116619238,116619266,1787553765850,true
31768146,19.87000,723.28,116619267,116619286,1787553776931,false
31768147,19.87000,1.89,116619287,116619292,1787553776984,true
31768148,19.87000,500.00,116619293,116619293,1787553777621,true
31768149,19.87000,9.56,116619294,116619299,1787553780841,true
31768150,19.87000,10.06,116619300,116619300,1787553790705,false
31768151,19.86000,19.31,116619301,116619301,1787553792488,true
31768152,19.87000,20.00,116619302,116619302,1787553792869,false
31768153,19.86000,1.78,116619303,116619303,1787553793689,true
31768154,19.86000,7.28,116619304,116619306,1787553794013,true
31768155,19.86000,1.21,116619307,116619307,1787553794167,true
31768156,19.86000,1.26,116619308,116619308,1787553795061,true
31768157,19.86000,155.70,116619309,116619347,1787553802966,true
31768158,19.86000,499.54,116619348,116619354,1787553803114,false
31768159,19.86000,582.05,116619355,116619367,1787553806876,false
31768160,19.87000,1752.76,116619368,116619574,1787553807404,false
31768161,19.87000,771.46,116619575,116619583,1787553807407,true
31768162,19.87000,98.36,116619584,116619594,1787553810801,false
31768163,19.87000,0.26,116619595,116619595,1787553813493,true
31768164,19.87000,0.26,116619596,116619596,1787553813620,true
31768165,19.88000,5.03,116619597,116619597,1787553822481,false
31768166,19.87000,104.96,116619598,116619599,1787553823226,true
31768167,19.87000,19.47,116619600,116619604,1787553828683,true
31768168,19.87000,50.00,116619605,116619605,1787553828823,false
31768169,19.87000,77.89,116619606,116619607,1787553834714,false
31768170,19.86000,1416.36,116619608,116619609,1787553836350,true
31768171,19.87000,15.32,116619610,116619610,1787553836857,false
31768172,19.86000,43.88,116619611,116619611,1787553842226,true
31768173,19.87000,125.69,116619612,116619614,1787553842412,false
31768174,19.86000,63.13,116619617,116619617,1787553853086,true
31768175,19.86000,4.16,116619618,116619618,1787553854106,true
31768176,19.86000,0.81,116619619,116619619,1787553854219,true
31768177,19.87000,634.20,116619620,116619631,1787553854736,false
31768178,19.87000,1.02,116619632,116619632,1787553854752,true
31768179,19.88000,19.16,116619633,116619633,1787553856533,false
31768180,19.87000,5.07,116619634,116619634,1787553856677,true
31768181,19.87000,212.70,116619635,116619645,1787553857717,true
31768182,19.86000,591.18,116619646,116619646,1787553860890,true
31768183,19.86000,512.47,116619647,116619682,1787553864203,true
31768184,19.86000,891.34,116619683,116619690,1787553864274,false
31768185,19.86000,24.05,116619691,116619694,1787553864575,true
31768186,19.86000,158.59,116619695,116619700,1787553866510,false
31768187,19.86000,12.46,116619701,116619702,1787553867946,false
31768188,19.86000,41.75,116619703,116619707,1787553869289,false
31768189,19.86000,201.58,116619708,116619709,1787553869645,true
31768190,19.87000,290.47,116619710,116619732,1787553873273,false
31768191,19.87000,175.44,116619733,116619739,1787553880815,true
31768192,19.86000,54.78,116619740,116619740,1787553893227,true
31768193,19.86000,1077.16,116619741,116619766,1787553899117,true
31768194,19.86000,1006.54,116619767,116619767,1787553899168,false
31768195,19.85000,352.33,116619768,116619825,1787553900058,true
31768196,19.85000,6.04,116619826,116619829,1787553900210,true
31768197,19.85000,6.54,116619830,116619831,1787553904467,true
31768198,19.85000,44.01,116619832,116619835,1787553904683,true
31768199,19.84000,240.23,116619836,116619894,1787553904697,true
31768200,19.85000,497.00,116619895,116619899,1787553905543,false
31768201,19.85000,166.28,116619900,116619922,1787553906273,false
31768202,19.86000,9.35,116619923,116619923,1787553908220,false
31768203,19.85000,3.22,116619924,116619924,1787553913721,true
31768204,19.85000,2.79,116619925,116619926,1787553914009,true
31768205,19.85000,129.39,116619927,116619931,1787553918074,true
31768206,19.85000,4.12,116619932,116619932,1787553918226,true
31768207,19.85000,497.00,116619933,116619936,1787553918287,false
31768208,19.84000,8.49,116619937,116619944,1787553919162,true
31768209,19.84000,7.84,116619945,116619947,1787553920283,true
31768210,19.84000,2.30,116619948,116619949,1787553920581,true
31768211,19.84000,39.20,116619950,116619958,1787553922144,true
31768212,19.85000,958.00,116619959,116619960,1787553922324,false
31768213,19.85000,0.50,116619961,116619961,1787553922459,false
31768214,19.85000,497.00,116619962,116619963,1787553923526,false
31768215,19.85000,232.35,116619964,116619974,1787553927921,false
31768216,19.85000,56.73,116619975,116619982,1787553927930,true
31768217,19.85000,30.65,116619983,116619992,1787553933077,true
31768218,19.85000,119.32,116619993,116619999,1787553933197,true
31768219,19.84000,0.26,116620000,116620000,1787553934035,true
31768220,19.85000,480.00,116620001,116620001,1787553935553,false
31768221,19.85000,479.00,116620002,116620003,1787553935760,false
31768222,19.85000,479.00,116620004,116620004,1787553936502,false
31768223,19.85000,197.05,116620005,116620012,1787553936699,false
31768224,19.85000,14.50,116620013,116620015,1787553936709,true
31768225,19.85000,17.94,116620016,116620016,1787553942226,true
31768226,19.86000,167.27,116620017,116620055,1787553942631,false
31768227,19.86000,138.80,116620056,116620062,1787553942659,true
31768228,19.86000,82.21,116620063,116620065,1787553942941,false
31768229,19.86000,14.87,116620066,116620068,1787553943072,false
31768230,19.87000,3.96,116620069,116620069,1787553943103,false
31768231,19.87000,350.36,116620070,116620120,1787553952574,false
31768232,19.87000,84.32,116620121,116620126,1787553955689,true
31768233,19.86000,154.17,116620127,116620149,1787553956003,true
31768234,19.86000,540.08,116620150,116620165,1787553959211,false
31768235,19.87000,339.00,116620166,116620205,1787553960401,false
31768236,19.87000,40.22,116620206,116620208,1787553963596,true
31768237,19.87000,25.12,116620209,116620209,1787553963883,false
31768238,19.86000,25.12,116620210,116620210,1787553964713,true
31768239,19.86000,0.40,116620211,116620211,1787553966182,true
31768240,19.87000,290.10,116620212,116620219,1787553966518,false
31768241,19.87000,5.37,116620220,116620222,1787553966541,true
31768242,19.88000,0.35,116620223,116620223,1787553968257,false
31768243,19.87000,4.16,116620224,116620226,1787553974202,true
31768244,19.87000,1.41,116620227,116620227,1787553974351,true
31768245,19.88000,17.53,116620228,116620228,1787553975248,false
31768246,19.87000,2.77,116620229,116620229,1787553975517,true
31768247,19.87000,56.84,116620230,116620233,1787553976219,true
31768248,19.87000,0.31,116620234,116620234,1787553980822,false
31768249,19.86000,5.84,116620235,116620236,1787553980826,true
31768250,19.86000,43.44,116620237,116620248,1787553981405,true
31768251,19.86000,2.27,116620249,116620249,1787553981544,true
31768252,19.86000,54.59,116620250,116620271,1787553984291,true
31768253,19.86000,1728.80,116620272,116620290,1787553985672,false
31768254,19.87000,1440.00,116620291,116620297,1787553985695,false
31768255,19.86000,54.00,116620298,116620298,1787553998227,true
31768256,19.86000,43.66,116620299,116620299,1787554001667,true
31768257,19.87000,31.15,116620300,116620300,1787554004147,false
31768258,19.87000,0.31,116620301,116620301,1787554004315,false
31768259,19.87000,456.08,116620302,116620336,1787554010884,false
31768260,19.88000,5203.34,116620337,116620448,1787554010897,false
31768261,19.88000,17.44,116620449,116620449,1787554010902,true
31768262,19.89000,1267.62,116620450,116620498,1787554010917,false
31768263,19.89000,480.13,116620499,116620535,1787554011078,false
31768264,19.89000,13.89,116620536,116620536,1787554011082,true
31768265,19.90000,851.70,116620537,116620608,1787554011094,false
31768266,19.90000,214.00,116620609,116620615,1787554011100,true
31768267,19.90000,262.95,116620616,116620627,1787554011398,false
31768268,19.91000,2040.30,116620628,116620699,1787554011416,false
31768269,19.91000,144.28,116620700,116620703,1787554011421,true
31768270,19.91000,22.95,116620704,116620704,1787554011425,false
31768271,19.91000,90.24,116620705,116620706,1787554011756,false
31768272,19.91000,483.00,116620707,116620720,1787554011899,false
31768273,19.91000,37.59,116620721,116620721,1787554012335,false
31768274,19.91000,98.97,116620722,116620724,1787554012440,false
31768275,19.91000,37.82,116620725,116620726,1787554012442,true
31768276,19.92000,1683.97,116620727,116620807,1787554012456,false
31768277,19.92000,164.06,116620808,116620814,1787554012461,true
31768278,19.93000,23.24,116620815,116620815,1787554012468,false
31768279,19.92000,0.62,116620816,116620816,1787554012482,true
31768280,19.93000,98.54,116620817,116620821,1787554012491,false
31768281,19.93000,5.80,116620822,116620822,1787554012859,false
31768282,19.93000,49.11,116620823,116620823,1787554014320,false
31768283,19.93000,15.91,116620824,116620824,1787554015005,false
31768284,19.93000,150.90,116620825,116620825,1787554015139,false
