announcement_id,security_code,security_name,publish_date,record_date,ex_date,payment_date,cash_per_share,title,source_file,source_sha256,override_applied,status
1217178175,601019,山东出版,2023-07-01,2023-07-06,2023-07-07,2023-07-07,0.39,山东出版2022年年度权益分派实施公告,pdf/1217178175.pdf,753b124d53f04a1162ff6f7bb69cd02d33b83ff427e5e92d8a7aa7eb3946a346,false,COMPLETE
1217178178,603053,成都燃气,2023-07-01,2023-07-06,2023-07-07,2023-07-07,0.3,成都燃气2022年度权益分派实施公告,pdf/1217178178.pdf,08274552d043a2b984a30b4100b6f3b3ba9d73ca8031d756e734f96a7d47d4c4,false,COMPLETE
1217178589,600352,浙江龙盛,2023-07-01,2023-07-06,2023-07-07,2023-07-07,0.25,浙江龙盛2022年年度权益分派实施公告,pdf/1217178589.pdf,3fca69e61626a9639757c5d94c01f771504dfb5d114bd33c79e902428337059d,false,COMPLETE
1217178728,688338,赛科希德,2023-07-01,2023-07-06,2023-07-07,2023-07-07,0.26,赛科希德2022年年度权益分派实施公告,pdf/1217178728.pdf,b69aa290d9d1997d30cd449a0b99f8e6de2d32e7c18e5ffb0721a69e0539b88d,false,COMPLETE
1217179130,600500,中化国际,2023-07-01,2023-07-06,2023-07-07,2023-07-07,0.15,中化国际2022年年度权益分派实施公告,pdf/1217179130.pdf,ea5a9921ed806673edf90ea651ce261e80dfb3a6cbef4c059b14cce861efc4a0,false,COMPLETE
1217179448,600106,重庆路桥,2023-07-01,2023-07-06,2023-07-07,2023-07-07,0.046,重庆路桥2022年年度权益分派实施公告,pdf/1217179448.pdf,62c4b9acdd97a6d256c291678bb9b8bdbf779a67e7d98448e39421f570c579bb,false,COMPLETE
1217179487,603883,老百姓,2023-07-01,2023-07-06,2023-07-07,2023-07-07,0.5,老百姓2022年年度权益分派实施公告,pdf/1217179487.pdf,9e6f4f28b0c486e1ea517e4cce2f453c9b1e55b5d98a8f00337003d9f2427013,false,COMPLETE
1217179493,688046,药康生物,2023-07-01,2023-07-06,2023-07-07,2023-07-07,0.041,2022年年度权益分派实施公告,pdf/1217179493.pdf,6e33b81c8e4264b742bcfc443f81402b704c48d42f803e60bb13644e3bee1bbf,false,COMPLETE
1217180015,002882,金龙羽,2023-07-01,2023-07-07,2023-07-10,2023-07-10,0.2,2022年年度权益分派实施公告,pdf/1217180015.pdf,3ec53cede016bd4aa649413bbcba2807416f171ae59fce0c28ff84d9fdbcd0ef,false,COMPLETE
1217180271,601512,中新集团,2023-07-01,2023-07-07,2023-07-10,2023-07-10,0.322,中新集团2022年年度权益分派实施公告,pdf/1217180271.pdf,aebd7a0fd23fa908fa6d5c17fe622f89221478084ecb6ff98f32252811fa7e14,false,COMPLETE
1217180314,688175,高凌信息,2023-07-01,2023-07-06,2023-07-07,2023-07-07,0.3,2022年年度权益分派实施公告,pdf/1217180314.pdf,9730ee2c48fb04a69904f9ddb8be7a5f9176acdf9a19e3e82494b9ffa7d921ed,false,COMPLETE
1217180530,002576,通达动力,2023-07-01,2023-07-06,2023-07-07,2023-07-07,0.038,2022年年度权益分派实施公告,pdf/1217180530.pdf,343e23fd44fe06e7c93358ae793e29acc673b7f7360789d53b5343821b6f9aa7,false,COMPLETE
1217180552,600316,洪都航空,2023-07-01,2023-07-06,2023-07-07,2023-07-07,0.059,江西洪都航空工业股份有限公司2022年年度权益分派实施公告,pdf/1217180552.pdf,e492240a88e70c293d7a578cfeb1eb2f32ba5b160ef4b0714771b00055564767,false,COMPLETE
