announcement_id,security_code,security_name,publish_date,fiscal_year,fiscal_period_type,record_date,ex_date,payment_date,cash_per_share,title,source_file,source_sha256,override_applied,status
1221905388,300978,东箭科技,2024-12-02,2024,INTERIM,2024-12-06,2024-12-09,2024-12-09,0.05,2024年前三季度权益分派实施公告,pdf/1221905388.pdf,23b93336267e6a2ea36e3cc7e8e39f2ecf069137a2bac190511c1db9fd694bf6,false,COMPLETE
1221906891,600222,太龙药业,2024-12-03,2024,INTERIM,2024-12-06,2024-12-09,2024-12-09,0.01,太龙药业2024年前三季度权益分派实施公告,pdf/1221906891.pdf,ef6570fb978e5ada5d6390f95205565e5145b56e0cddb6675c5a70f660b54c14,false,COMPLETE
1221906925,601788,光大证券,2024-12-03,2024,INTERIM,2024-12-09,2024-12-10,2024-12-10,0.0905,光大证券股份有限公司2024年半年度权益分派实施公告,pdf/1221906925.pdf,e055906d034b878f0bd0481c7a2a833155e264be2f419458978ca74056de8304,false,COMPLETE
1221906943,688231,隆达股份,2024-12-03,2024,INTERIM,2024-12-06,2024-12-09,2024-12-09,0.17,2024年前三季度权益分派实施公告,pdf/1221906943.pdf,aaaa138c1917d58bbab85dad4ad8f63d01234a925480717053d73d2076d38e8a,false,COMPLETE
1221907470,688129,东来技术,2024-12-03,2024,INTERIM,2024-12-06,2024-12-09,2024-12-09,0.075,2024年中期权益分派实施公告,pdf/1221907470.pdf,4a0f389f09646ec5ae617562189639183ada530d53aab3ee1652121a8cef009a,false,COMPLETE
1221908227,000933,神火股份,2024-12-03,2024,INTERIM,2024-12-09,2024-12-10,2024-12-10,0.3,河南神火煤电股份有限公司2024年中期权益分派实施公告,pdf/1221908227.pdf,6ee5dad8999dc74ef507d2be68fd75889d0693ac443b3efca933471b8343a0c5,false,COMPLETE
1221908493,000682,东方电子,2024-12-03,,UNKNOWN,2024-12-09,2024-12-10,2024-12-10,0.037,东方电子股份有限公司2024年三季度权益分派实施公告,pdf/1221908493.pdf,1dbb79f6a2ae2427767f6fc654ef65b14abcc484defc5915dbef9c785dfd0015,false,COMPLETE
1221908787,002286,保龄宝,2024-12-03,2024,INTERIM,2024-12-09,2024-12-10,2024-12-10,0.034999999999999996,2024年前三季度权益分派实施公告,pdf/1221908787.pdf,6d66cb04d93cc8b802052eb1d8f1011b9344675ee2ad636394bd9f8e65a1e6e5,false,COMPLETE
1221908846,002601,龙佰集团,2024-12-03,2024,INTERIM,2024-12-10,2024-12-11,2024-12-11,0.3,2024年第三季度权益分派实施公告,pdf/1221908846.pdf,4e8efac09ed1f83e9a193845cc99fceffb314cd1342e3b9f34f68748aad3939c,false,COMPLETE
1221919282,830799,艾融软件,2024-12-03,2024,INTERIM,2024-12-11,2024-12-12,2024-12-12,0.05,2024年第三季度权益分派实施公告,pdf/1221919282.pdf,9359187e6c662639fd57231987a29449955456ebbeeb73ae3cbc1ee24417a23b,false,COMPLETE
1221918021,300259,新天科技,2024-12-03,2024,INTERIM,2024-12-09,2024-12-10,2024-12-10,0.02,2024年前三季度权益分派实施公告,pdf/1221918021.pdf,bf0d55cb7e9ca3eb35c494f3507f3a7ffaf2fa019145cb812a500bf45981faae,false,COMPLETE
1221917982,601990,南京证券,2024-12-04,2024,INTERIM,2024-12-09,2024-12-10,2024-12-10,0.048,南京证券股份有限公司2024年中期权益分派实施公告,pdf/1221917982.pdf,e2ec434da22e55b3074e2c32368a4920d498dbc4c9cd4809eb40394cd8d03c59,false,COMPLETE
1221918682,601187,厦门银行,2024-12-04,2024,INTERIM,2024-12-11,2024-12-12,2024-12-12,0.15, 厦门银行股份有限公司2024年半年度权益分派实施公告,pdf/1221918682.pdf,fe6c85df10c6a236a5a476fa33f5f1df1756378370a2af103a1dd1b01412ba2b,false,COMPLETE
1221919616,001373,翔腾新材,2024-12-04,2024,INTERIM,2024-12-10,2024-12-11,2024-12-11,0.04,2024年前三季度权益分派实施公告,pdf/1221919616.pdf,3c34d418839c484b03c6b49eb47aead4caef0dc58ae670ebb5ee982f9b3eaec1,false,COMPLETE
