announcement_id,security_code,security_name,publish_date,record_date,ex_date,payment_date,cash_per_share,title,source_file,source_sha256,override_applied,status
1223605728,603043,广州酒家,2025-05-21,2025-05-26,2025-05-27,2025-05-27,0.48,广州酒家：2024年年度权益分派实施公告,pdf/1223605728.pdf,dc2f01936148197a68df56965e2f5332e43fdfdd0b5b3ce08947fbb91dbb5757,false,COMPLETE
1223605737,603889,新澳股份,2025-05-21,2025-05-27,2025-05-28,2025-05-28,0.3,新澳股份2024年年度权益分派实施公告,pdf/1223605737.pdf,7a4c7356f43b55029888632b7d4dbb783d439f0f720d88a9670946a8f0eaa923,false,COMPLETE
1223605827,600761,安徽合力,2025-05-21,2025-05-27,2025-05-28,2025-05-28,0.6, 安徽合力股份有限公司2024年年度权益分派实施公告,pdf/1223605827.pdf,fb5c3f67eceefc2459592ed25e32ff3d28ae780b5946685a5395d42c1ab85da5,false,COMPLETE
1223605941,002758,浙农股份,2025-05-21,2025-05-26,2025-05-27,2025-05-27,0.3,2024年年度权益分派实施公告,pdf/1223605941.pdf,caf60fef14f61b301667be988f0a7df5eddbb793af32b03652561faacf88196d,false,COMPLETE
1223605943,002041,登海种业,2025-05-21,2025-05-28,2025-05-29,2025-05-29,0.028999999999999998,山东登海种业股份有限公司2024年年度权益分派实施公告,pdf/1223605943.pdf,dde223bf2163934cc817a3db025538ac1e07a656a7c3cab40f5dc8b7ebb4818f,false,COMPLETE
1223605995,603130,云中马,2025-05-21,2025-05-26,2025-05-27,2025-05-27,0.1,浙江云中马股份有限公司2024年年度权益分派实施公告,pdf/1223605995.pdf,d2c913b0a072a39d77451d7ea9798422db6ab0572b35addb20a0df3220112f56,false,COMPLETE
1223606220,001360,南矿集团,2025-05-21,2025-05-27,2025-05-28,2025-05-28,0.15,2024年年度权益分派实施公告,pdf/1223606220.pdf,7df757e31393b1fc07c2910322fe592b3c4e872b1037bc3552e53d1bb783dda2,false,COMPLETE
1223606233,002697,红旗连锁,2025-05-21,2025-05-27,2025-05-28,2025-05-28,0.11499999999999999,2024年年度权益分派实施公告,pdf/1223606233.pdf,8d7321d4fd5e37f6abd865e3fc92c30fa46ccef8d76de5e680b48636a09ba98e,false,COMPLETE
1223606237,002043,兔 宝 宝,2025-05-21,2025-05-28,2025-05-29,2025-05-29,0.32,2024年度权益分派实施公告,pdf/1223606237.pdf,7af84782a1b87c5f465e1c415d07c1b4169b18f1d7d6360623e0a783eaf301ba,false,COMPLETE
1223606264,600425,青松建化,2025-05-21,2025-05-27,2025-05-28,2025-05-28,0.1,青松建化2024年年度权益分派实施公告,pdf/1223606264.pdf,734e9769f7fa7c0d46d1719c4cb38214d1cbb3b857b09d5a19e22d0f38846f1a,false,COMPLETE
1223606269,600963,岳阳林纸,2025-05-21,2025-05-26,2025-05-27,2025-05-27,0.03014,岳阳林纸股份有限公司2024年年度权益分派实施公告,pdf/1223606269.pdf,aa6eee5021982ffee3a5f3cd68416f9099f6c274fce69ef74a4116e2d4d0691a,false,COMPLETE
1223606299,000026,飞亚达,2025-05-21,2025-05-27,2025-05-28,2025-05-28,0.4,2024年度权益分派实施公告,pdf/1223606299.pdf,a2a0b73fa98c58bebd6465d31d3470fb05f7d4d6055bc22590e34fb96ce97d23,false,COMPLETE
1223606300,300649,杭州园林,2025-05-21,2025-05-27,2025-05-28,2025-05-28,0.05,关于2024年度权益分派实施公告,pdf/1223606300.pdf,4305f762ccb666a3bdc92c07b15daeee403ae9b62423e0acf234855f15dd45a9,false,COMPLETE
1223606322,002801,微光股份,2025-05-21,2025-05-27,2025-05-28,2025-05-28,0.35,2024年度权益分派实施公告,pdf/1223606322.pdf,e23f28dd48495f2f05cba4dc06e23c8c343f5e3b2f43b3fa9115a2d417afc75d,false,COMPLETE
1223606650,002953,日丰股份,2025-05-21,2025-05-27,2025-05-28,2025-05-28,0.1,2024年年度权益分派实施公告,pdf/1223606650.pdf,e6054df53c46b28161f01643bb6a299658582904631d4141dc4afe43084ad84e,false,COMPLETE
1223606673,002053,云南能投,2025-05-21,2025-05-28,2025-05-29,2025-05-29,0.32999999999999996,云南能源投资股份有限公司2024年年度权益分派实施公告,pdf/1223606673.pdf,68e4272655fb45df142654163212b423076be56a444869d155f18d568a91bafc,false,COMPLETE
