signal_date,symbol,quarter,signal_value,revision,revision_to_price,current_eps,prior_eps,breadth,paired_count,current_count,prior_count,prior_return20,prior_active20,prior_runup_pct,active20,denominator_category,runup_category,small_positive_cutoff
2020-10-30,601377,2020Q4,0.5344827586206897,0.5344827586206897,,0.445,0.29,0.75,4.0,6,7,-0.0640088576561026,-0.0778099381042415,0.2352941176470588,0.1315739239582969,SMALL_POSITIVE_BASE_UPGRADE,NORMAL_PRIOR_RUNUP,0.48
2020-10-30,603882,2020Q4,0.4661498708010334,0.4661498708010334,,2.837,1.935,0.75,20.0,24,22,0.0610408134530924,0.0472397330049535,0.7171945701357466,-0.2132928328320977,NORMAL_POSITIVE_UPGRADE,NORMAL_PRIOR_RUNUP,0.48
2020-10-30,002027,2020Q4,0.4375,0.4375,,0.23,0.16,0.6818181818181818,22.0,25,27,0.2403743496198065,0.2265732691716676,0.9479638009049772,-0.0303717699549449,SMALL_POSITIVE_BASE_UPGRADE,HIGH_PRIOR_RUNUP,0.48
2020-10-30,600029,2020Q4,0.4318181818181819,0.4318181818181819,,-0.63,-0.44,0.1818181818181818,11.0,12,19,-0.0499998843847609,-0.0638009648328998,0.3031674208144796,0.0959430058179662,NEGATIVE_BASE_DETERIORATION,NORMAL_PRIOR_RUNUP,0.48
2020-10-30,601788,2020Q4,0.4193548387096775,0.4193548387096775,,0.88,0.62,0.4285714285714285,7.0,7,10,-0.1785382253881684,-0.1923393058363073,0.0113122171945701,0.0265714989559862,NORMAL_POSITIVE_UPGRADE,NORMAL_PRIOR_RUNUP,0.48
2020-11-30,600258,2020Q4,26.972027972027973,26.972027972027973,,-0.4,-0.0143,-0.7,20.0,23,24,0.2942179739917545,0.245310100543078,0.9704545454545456,-0.1570743896306788,NEGATIVE_BASE_DETERIORATION,HIGH_PRIOR_RUNUP,0.49400000000000005
2020-11-30,002739,2020Q4,2.217391304347826,2.217391304347826,,-0.74,-0.2299999999999999,-0.5263157894736842,19.0,21,20,0.2668849397118411,0.2179770662631646,0.9590909090909092,-0.125861524586352,NEGATIVE_BASE_DETERIORATION,HIGH_PRIOR_RUNUP,0.49400000000000005
2020-11-30,600409,2020Q4,1.3888888888888888,1.3888888888888888,,0.215,0.09,0.4,10.0,16,12,0.2955189051861735,0.246611031737497,0.9727272727272728,-0.0485628081099598,SMALL_POSITIVE_BASE_UPGRADE,HIGH_PRIOR_RUNUP,0.49400000000000005
2020-11-30,300418,2020Q4,1.136465324384787,1.136465324384787,,3.82,1.788,0.5,4.0,5,5,-0.1033351957537058,-0.1522430692023823,0.0772727272727272,-0.167006733368616,NORMAL_POSITIVE_UPGRADE,NORMAL_PRIOR_RUNUP,0.49400000000000005
2020-11-30,601919,2020Q4,1.08,1.08,,0.52,0.25,0.6666666666666666,9.0,11,10,0.5524255482325908,0.5035176747839144,0.9977272727272728,0.2381352315178254,SMALL_POSITIVE_BASE_UPGRADE,HIGH_PRIOR_RUNUP,0.49400000000000005
2020-11-30,600988,2020Q4,0.7068645640074214,0.7068645640074214,,0.46,0.2694999999999999,0.7142857142857143,7.0,7,10,-0.0581211995419629,-0.1070290729906393,0.175,0.0286070774811742,SMALL_POSITIVE_BASE_UPGRADE,NORMAL_PRIOR_RUNUP,0.49400000000000005
