announcement_id,security_code,security_name,publish_date,fiscal_year,fiscal_period_type,record_date,ex_date,payment_date,cash_per_share,title,source_file,source_sha256,override_applied,status
1224780143,688336,三生国健,2025-11-01,2025,INTERIM,2025-11-06,2025-11-07,2025-11-07,0.033,三生国健：2025年半年度权益分派实施公告,pdf/1224780143.pdf,56f846f95d97e537af0a5d9d4d05c2fcb9128d3d677879bce49769704ce87b7d,false,COMPLETE
1224780433,688757,胜科纳米,2025-11-01,2025,INTERIM,2025-11-06,2025-11-07,2025-11-07,0.05,胜科纳米（苏州）股份有限公司2025年半年度权益分派实施公告,pdf/1224780433.pdf,740cc658e9d7c1355dba3a5385c50df6567e78f691ee003c6b656d5d47e4884a,false,COMPLETE
1224780464,605098,行动教育,2025-11-01,2025,INTERIM,2025-11-06,2025-11-07,2025-11-07,0.5,2025年第三季度权益分派实施公告,pdf/1224780464.pdf,2d940ad3cf1e8b9b0b74280e41e54b8cd8dfb1eaaf1acccc8feec47da8e100c4,false,COMPLETE
1224780582,300790,宇瞳光学,2025-11-01,2025,INTERIM,2025-11-06,2025-11-07,2025-11-07,0.05,2025年半年度权益分派实施公告,pdf/1224780582.pdf,62807e585fba8781f7f62452dcf7369a74ed546f0cd76c975d74d41ee745aa07,false,COMPLETE
1224780584,688610,埃科光电,2025-11-01,2025,INTERIM,2025-11-06,2025-11-07,2025-11-07,0.2,2025年半年度权益分派实施公告,pdf/1224780584.pdf,d2a22da61a59e115ff468d243bb4ea3f6ea09b6f1870067b44aa36aebebf0218,false,COMPLETE
1224780765,600690,海尔智家,2025-11-01,,UNKNOWN,2025-11-06,2025-11-07,2025-11-07,0.2692,海尔智家股份有限公司2025年半年度A股权益分派实施公告,pdf/1224780765.pdf,10db0888d2e8a3d1a79ac5792916fcc8c64f30338064d14478f196d99b84f560,false,COMPLETE
1224780936,301300,远翔新材,2025-11-01,2025,INTERIM,2025-11-06,2025-11-07,2025-11-07,0.3,2025年第三季度权益分派实施公告,pdf/1224780936.pdf,b9581f4187f09d18048a725661053019f9cfd5f43bb629f9a1680d99d7ed812a,false,COMPLETE
1224781884,601330,绿色动力,2025-11-03,2025,INTERIM,2025-11-10,2025-11-11,2025-11-11,0.1,2025年半年度权益分派实施公告,pdf/1224781884.pdf,8b143863f5c7ae71c6221c64c14c575cbbafbe906c93e46da6a5944ac38a3212,false,COMPLETE
1224783174,301151,冠龙节能,2025-11-03,2025,INTERIM,2025-11-10,2025-11-11,2025-11-11,0.1,2025年第三季度权益分派实施公告,pdf/1224783174.pdf,36c497b5ed13825004024b2ecc6152205f81fa1b4243e1a2c7fd81225a3ad8ff,false,COMPLETE
1224784393,301393,昊帆生物,2025-11-03,2025,INTERIM,2025-11-10,2025-11-11,2025-11-11,0.135,2025年中期权益分派实施公告,pdf/1224784393.pdf,f0472006c7011a58da9b02b4ff7069869d31c442961a86e07454afc5fbf6f589,false,COMPLETE
1224784712,300650,太龙股份,2025-11-03,2025,INTERIM,2025-11-07,2025-11-10,2025-11-10,0.02,关于2025年半年度权益分派实施公告,pdf/1224784712.pdf,713826e40b69ceace0487cb1ec6c4aa26fdd98c183c5401977212428983f129e,false,COMPLETE
1224783075,600027,华电国际,2025-11-04,2025,INTERIM,2025-11-11,2025-11-12,2025-11-12,0.09,2025年半年度权益分派实施公告,pdf/1224783075.pdf,9c85bc5011e52b17b88d13fb7cc4a0367f83f663af7aec707d3a005d122160ac,false,COMPLETE
1224783144,002457,青龙管业,2025-11-04,2025,INTERIM,2025-11-07,2025-11-10,2025-11-10,0.04,2025年前三季度权益分派实施公告,pdf/1224783144.pdf,2e98a8af30a4747f3f2cc22b391cfc5cd88cc86e07a227af0b7f672d921baa10,false,COMPLETE
1224783302,600497,驰宏锌锗,2025-11-04,2025,INTERIM,2025-11-10,2025-11-11,2025-11-11,0.03,驰宏锌锗2025年半年度权益分派实施公告,pdf/1224783302.pdf,4e40fee6b77bbfc9cdf354117fa79386717b3aa0d8ca7bca2e66f2cea2d539bf,false,COMPLETE
