announcement_id,security_code,security_name,publish_date,record_date,ex_date,payment_date,cash_per_share,title,source_file,source_sha256,override_applied,status
1213274359,600403,大有能源,2022-05-05,2022-05-11,2022-05-12,2022-05-12,0.35,河南大有能源股份有限公司2021年年度权益分派实施公告,pdf/1213274359.pdf,dc481a7907a5378082c7f1bf89b6c2fa659eb4bf45610dfe9a371dacae5035e3,false,COMPLETE
1213274366,600588,用友网络,2022-05-05,2022-05-10,2022-05-11,2022-05-11,0.1,用友网络2021年年度权益分派实施公告,pdf/1213274366.pdf,f80fe61a676e4058b8b2e1d76858f1e17e1079bd27f0ea6079754123d1c6cee1,false,COMPLETE
1213274371,600746,江苏索普,2022-05-05,2022-05-10,2022-05-11,2022-05-11,1.0,江苏索普2021年年度权益分派实施公告,pdf/1213274371.pdf,1e773c207ec1c47162cc1ce4bfa531f4b66dc9d917272dba15b171340dbb134c,false,COMPLETE
1213274373,600888,新疆众和,2022-05-05,2022-05-11,2022-05-12,2022-05-12,0.19,新疆众和股份有限公司2021年年度权益分派实施公告,pdf/1213274373.pdf,1a357934dc37da5699442a58d84bb651ffe0e64104a80c01802ec9699ab70840,false,COMPLETE
1213274374,600989,宝丰能源,2022-05-05,2022-05-11,2022-05-12,2022-05-12,0.28,宁夏宝丰能源集团股份有限公司2021年年度权益分派实施公告,pdf/1213274374.pdf,77c7945236346f652800a271f942a9610c3960538e011146aedd9860afb39bc8,false,COMPLETE
1213274408,605098,行动教育,2022-05-05,2022-05-11,2022-05-12,2022-05-13,1.5,2021年年度权益分派实施公告,pdf/1213274408.pdf,a28930cce7fe29efe48cbc9bea86532067b9847cef2a758d8b6cf6e68b5662e2,false,COMPLETE
1213274418,688350,富淼科技,2022-05-05,2022-05-10,2022-05-11,2022-05-11,0.41,江苏富淼科技股份有限公司2021年年度权益分派实施公告,pdf/1213274418.pdf,9f5eb35e328355ca66120512cd4b690df3d1eb582b5336f81a3a93e81a1b2312,false,COMPLETE
1213281479,834682,球冠电缆,2022-05-05,2022-05-13,2022-05-16,2022-05-16,0.3,2021年年度权益分派实施公告,pdf/1213281479.pdf,b52fe710629fd45185872edb6b2361c5b492b73d354813fb5a76c47490d74366,false,COMPLETE
1213283330,300445,康斯特,2022-05-05,2022-05-12,2022-05-13,2022-05-13,0.06,北京康斯特仪表科技股份有限公司2021年年度权益分派实施公告,pdf/1213283330.pdf,ff5c1d072240beb6b92ba04e8532569f1bef946aa029ce7b98d486be7584780e,false,COMPLETE
1213283819,300827,上能电气,2022-05-05,2022-05-13,2022-05-16,2022-05-16,0.1,2021年年度权益分派实施公告,pdf/1213283819.pdf,d89d072bd88b279f3e4c3355a085bc9b166dcced43f7de1901ac7200b1471d10,false,COMPLETE
1213281729,601008,连云港,2022-05-06,2022-05-12,2022-05-13,2022-05-13,0.03,江苏连云港港口股份有限公司2021年年度权益分派实施公告,pdf/1213281729.pdf,73ed129b79dbbb1c72761584f3c5bea6748c100dfdd1c23e1a09c2eb40ce1ad0,false,COMPLETE
1213281921,301181,标榜股份,2022-05-06,2022-05-13,2022-05-16,2022-05-16,0.6,2021年年度权益分派实施公告,pdf/1213281921.pdf,4b9efa6618d13172070750b3b7d124ea31dfbf27adae5052a2add08c2d6b8bdd,false,COMPLETE
1213282293,688025,杰普特,2022-05-06,2022-05-11,2022-05-12,2022-05-12,0.3,2021年年度权益分派实施公告,pdf/1213282293.pdf,e3ef0d1a8022c7ca676ba5a95cf0b87414a4980459771d93a66cd17f628cf243,false,COMPLETE
1213282465,688686,奥普特,2022-05-06,2022-05-11,2022-05-12,2022-05-12,1.15,2021年年度权益分派实施公告,pdf/1213282465.pdf,3897c8b0d06d8939ce4a17b38db8dd901506a4644b666727b870eee97a6abf4b,false,COMPLETE
1213282852,002262,恩华药业,2022-05-06,2022-05-12,2022-05-13,2022-05-13,0.2,2021年年度权益分派实施公告,pdf/1213282852.pdf,dd155ac283faac285113bf30e616469b990305d192852dd415693732ed80fc66,false,COMPLETE
1213283173,688357,建龙微纳,2022-05-06,2022-05-11,2022-05-12,2022-05-12,1.5,2021年年度权益分派实施公告,pdf/1213283173.pdf,9ae5b24b32a943e93ed27dcf3bbc0c68a650537a087321a331b1bea07ab63fda,false,COMPLETE
