announcement_id,security_code,security_name,publish_date,record_date,ex_date,payment_date,cash_per_share,title,source_file,source_sha256,override_applied,status
1222473104,688466,金科环境,2025-02-07,2025-02-12,2025-02-13,2025-02-13,0.41,金科环境：2024年前三季度权益分派实施公告,pdf/1222473104.pdf,5209acb2acb935eaebabba7d8a921bf82b09077e1e69ef9bef0dab65b98ecc0c,false,COMPLETE
1222485068,002864,盘龙药业,2025-02-08,2025-02-14,2025-02-17,2025-02-17,0.050000100000000006,2024年前三季度权益分派实施公告,pdf/1222485068.pdf,ae2da209cd0612dee966351e30ccd570215f2d18d77ed87a765bab991bc7499f,false,COMPLETE
1222494857,603755,日辰股份,2025-02-10,2025-02-13,2025-02-14,2025-02-14,0.25,青岛日辰食品股份有限公司2024年前三季度权益分派实施公告,pdf/1222494857.pdf,2baf65ec816cf37d33739a39ab1b9b2d7fa8445957740f7a78c7624b01c00881,false,COMPLETE
1222502541,301622,英思特,2025-02-10,2025-02-14,2025-02-17,2025-02-17,0.27999999999999997,2024年前三季度权益分派实施公告,pdf/1222502541.pdf,dde8aecf0adde07cd6243529473494f14c8daf16687b213f038fd8f1e31a6915,false,COMPLETE
1222501797,300233,金城医药,2025-02-11,2025-02-14,2025-02-17,2025-02-17,0.15,2024年前三季度权益分派实施公告,pdf/1222501797.pdf,c5eefcca620026c5d9e440e8bc6d23ff1f922712500e12209a7c7d3eb762b6dd,false,COMPLETE
1222513909,605050,福然德,2025-02-12,2025-02-18,2025-02-19,2025-02-19,0.2,福然德股份有限公司2024年前三季度权益分派实施公告,pdf/1222513909.pdf,df4368632f56c8df9972b05ca498ec5e5ac3dbf50a9222402ead288367394df3,false,COMPLETE
1222523619,603950,长源东谷,2025-02-13,2025-02-19,2025-02-20,2025-02-20,0.093,襄阳长源东谷实业股份有限公司2024年中期权益分派实施公告,pdf/1222523619.pdf,f4042c85f6bca8d81a3236ab9426a3d0ed7e5e47fb73ea65e7b5ff3f640755f6,false,COMPLETE
1222524319,002911,佛燃能源,2025-02-13,2025-02-19,2025-02-20,2025-02-20,0.25,关于回报股东特别分红权益分派实施公告,pdf/1222524319.pdf,cf7f1688fa558a5a83087915031face253958db0c445723f9d72da9f55a9e87a,false,COMPLETE
1222536534,838262,太湖雪,2025-02-13,2025-02-20,2025-02-21,2025-02-21,0.25,2024年第三季度权益分派实施公告,pdf/1222536534.pdf,987165475fa3bedecf370b67b4dbdc903c7cbc45cd45b0805b987ee22bc8143c,false,COMPLETE
1222544602,603882,金域医学,2025-02-15,2025-02-20,2025-02-21,2025-02-21,0.88,广州金域医学检验集团股份有限公司2024年前三季度权益分派实施公告,pdf/1222544602.pdf,a9bb7b56e6772945b8a975ae5a9f2fc29164d32b87213b3e4cd96b6142a4f823,false,COMPLETE
