security_code,cash_per_share_2022,cash_per_share_2023,cash_per_share_2024,coverage_2022,coverage_2023,coverage_2024,strict_dividend_growth,cash_coverage_pass,eligible
002138,0.2,0.3,0.6,6.59843401753943,4.731325486070564,2.9582737015723857,True,True,True
002139,0.06,0.06,0.0699999999999999,6.446650839884332,19.595596226830725,12.511115043396602,False,True,False
002140,0.1,0.11,0.15,6.182243324377988,6.574135109792292,5.581306991114999,True,True,True
002142,0.5,0.6,0.9,28.701960186511812,43.75700167299727,14.302824474590793,True,True,True
002144,0.1,0.15,0.05,4.655201476299321,2.837259625901406,12.215760789526616,False,True,False
002145,0.05,0.05,0.016,4.805520879596501,-1.74180941939683,5.535779028280773,False,False,False
002148,0.01,0.015,0.016,8.016971073114423,5.117206984122627,-0.773050284332938,True,False,False
002149,0.2,0.15,0.2,0.24207636624733342,3.240376433429174,4.372345496907777,False,False,False
002154,0.2,0.25,0.05,1.765565297435814,3.162104260032491,9.623988754802502,False,True,False
002156,0.097,0.012,0.045,21.786783056662962,235.71543390611924,56.77411040180961,False,True,False
002165,0.04,0.0699999999999999,0.04,15.091709887114545,1.800873250797354,8.34696722368063,False,True,False
002166,0.1,0.2,0.1,-3.4823909457227753,0.7856606592037534,2.153567027691038,False,False,False
002169,0.1,0.1,0.08,2.8589688605035506,0.8690899647553412,1.7628160114427611,False,False,False
002179,0.55,0.6,0.8,2.3613910103088362,2.427913667930637,1.2686999419172538,True,True,True
002181,0.027,0.054,0.068,-16.83953377828735,-0.09397226346871197,-0.2928445589010852,True,False,False
002182,0.1,0.13,0.05,20.762709895025345,3.8004160634904114,0.21251964403451618,False,False,False
002183,0.02,0.012,0.01,12.332179856816682,3.726034896656432,13.030093008634754,False,True,False
002185,0.026,0.022,0.0579999999999999,34.53290707561393,34.20220182709618,16.668307072367607,False,True,False
002192,0.98,0.3,0.1659999999999999,4.970333544557534,3.1024572104055497,10.45684537163249,False,True,False
002194,0.3,0.12,0.0699999999999999,1.389491003466887,3.7977828638908777,0.17380488718738527,False,False,False
002201,0.005,0.005,0.014,24.41464519773387,29.246691523407765,18.504592397936584,False,True,False
002203,0.08,0.1699999999999999,0.18,5.467646771796953,-2.2852871342994363,-6.385964375591224,True,False,False
002204,0.03,0.0349999999999999,0.05,0.6082011386757743,-2.3269226175327375,6.003837582585003,True,False,False
002206,0.15,0.15,0.18,4.5586787681204255,4.6242979663304835,3.095577557493481,False,True,False
002209,0.013,0.024,0.052,32.32133958724486,45.75970982418563,16.231720490242314,True,True,True
002215,0.15,0.15,0.35,1.1709074298337396,4.212330851130174,3.711169299731184,False,False,False
002216,0.35,0.5,0.3,4.500122047677814,0.8298462272827771,4.338999646408507,False,False,False
002222,0.25,0.2,0.1,2.9090698170760234,2.4198999015316067,4.635938809569378,False,True,False
002223,0.6,0.8,0.4,3.83204065530503,2.6521531075305176,4.529455193003249,False,True,False
002225,0.06,0.063,0.045,-4.309711913483747,6.025381767629276,9.480088243890428,False,False,False
002226,0.06,0.06,0.065,9.242080214651375,7.207160116849334,6.2525197003867845,False,True,False
002228,0.12,0.12,0.18,4.410996987486459,3.5114243473460416,2.551139061420688,False,True,False
002230,0.1,0.1,0.1,2.7238756276719376,1.5129672642272234,10.793707932568736,False,True,False
002233,0.12,0.5,0.45,3.7285925826053994,1.9985000300803084,1.583840629806877,False,True,False
002236,0.241,0.382,0.458,1.3143070532453778,3.6542118361680496,1.7936981915560222,True,True,True
002238,0.1,0.1,0.05,4.105096334580494,6.188154816524678,11.094264607234686,False,True,False
002241,0.1,0.1,0.15,24.316178176537786,23.855917965951672,11.839151625189446,False,True,False
002242,0.3,0.15,0.15,2.6528859319067677,6.634538707833942,1.543297922297246,False,True,False
002245,0.0349999999999999,0.015,0.065,11.768280575234174,31.910798795564045,14.600271384429593,False,True,False
002246,0.05,0.05,0.02,3.9713531004375646,-4.185120578350814,7.228478223731663,False,False,False
002249,0.08,0.13,0.13,7.479746196364877,6.20199322552479,7.792199292532839,False,True,False
002250,0.1,0.02,0.02,6.918639606700988,58.34881076300838,67.87991857427474,False,True,False
002252,0.03,0.03,0.033,8.533107640171893,11.425730082747462,-2.20062698753518,False,False,False
002254,0.3,0.3,0.05,1.8238594831657204,1.3746959655201731,-13.696438519591213,False,False,False
002262,0.2,0.32,0.36,4.272694152135732,3.1272081022792593,2.5042845515343486,True,True,True
002266,0.06,0.05,0.05,1.3159768656802768,4.9031971328782795,5.900912208818681,False,True,False
002268,0.06,0.06,0.06,6.684154939125717,11.77117743450946,-9.263400327441563,False,False,False
002270,0.3,0.55,0.22,1.8458928621944002,1.2612082428176488,4.510614793938744,False,True,False
002271,0.1,0.6,0.925,2.5968714039976595,1.3918519913353018,1.5647748903175187,True,True,True
002273,0.2,0.3,0.2,3.0258761328528134,2.9479639095988794,6.425774189328235,False,True,False
002274,0.3,0.3,0.3,4.335047966665771,2.9037959557982163,1.3309820309100384,False,True,False
002276,0.048,0.055,0.05,13.876685464831743,7.8104349499126515,3.955532337602957,False,True,False
002281,0.1699999999999999,0.24,0.26,4.682004859840638,5.509572965013312,-3.0552779504806824,True,False,False
002282,0.03,0.15,0.2,10.489409533312736,2.056698216027863,1.5880182629568187,True,True,True
002283,0.05,0.2299999999999999,0.2,10.217330573172273,3.4977701291484387,2.327283022039113,False,True,False
002286,0.08,0.08,0.06,1.0391123332924634,9.516781159861711,10.9055067998557,False,False,False
002287,0.39,0.48,0.38,1.381633371541681,2.7247570623159136,2.262598772025798,False,True,False
