announcement_id,security_code,security_name,publish_date,record_date,ex_date,payment_date,cash_per_share,title,source_file,source_sha256,status
1223713249,301489,思泉新材,2025-05-28,2025-06-03,2025-06-04,2025-06-04,0.25,2024年度权益分派实施公告,pdf/1223713249.pdf,09cca38c6836698c44a49d576288c24fc304a7ed5f818f4e700640ac2746598d,COMPLETE
1223713252,300968,格林精密,2025-05-28,2025-06-05,2025-06-06,2025-06-06,0.05,2024年度权益分派实施公告,pdf/1223713252.pdf,299a528844862ac696d36a1f00842b1f65be14b84b72ae0d837434f9ea1ed926,COMPLETE
1223713255,301053,远信工业,2025-05-28,2025-06-04,2025-06-05,2025-06-05,0.3,2024年年度权益分派实施公告,pdf/1223713255.pdf,5ce86621d273b678a0743f4b34370d477ba8ccae95f73b82bb30445f78433ad0,COMPLETE
1223713262,301338,凯格精机,2025-05-28,2025-06-05,2025-06-06,2025-06-06,0.2,2024年年度权益分派实施公告,pdf/1223713262.pdf,8f2002fbe4d04a1392f8efaef0319932089be070eb2f192bab90caa662b832a3,COMPLETE
1223713327,300906,日月明,2025-05-28,2025-06-04,2025-06-05,2025-06-05,0.5,2024年年度权益分派实施公告,pdf/1223713327.pdf,d8fd45de483e9f2ab454cb77c4407367526dee1a01c3e6142708ebb77ffe859a,COMPLETE
1223713633,300066,三川智慧,2025-05-28,2025-06-05,2025-06-06,2025-06-06,0.03,2024年年度权益分派实施公告,pdf/1223713633.pdf,6a391868b44fe70de19084ee62ca29e148a06106178e5c10b9486b625303625b,COMPLETE
1223713639,300773,拉卡拉,2025-05-28,2025-06-05,2025-06-06,2025-06-06,0.2,拉卡拉支付股份有限公司关于2024年年度权益分派实施公告,pdf/1223713639.pdf,b671f63584642c080113d55868a7853e5c0f127ab9e92f0dd7b8d59136c39a45,COMPLETE
1223713997,301498,乖宝宠物,2025-05-28,2025-06-05,2025-06-06,2025-06-06,0.25,2024年度利润分配权益分派实施公告,pdf/1223713997.pdf,c60da368c390d6fadc688f823ff11c97af119e2adf9bebd14378955a87609c8b,COMPLETE
1223713996,300695,兆丰股份,2025-05-28,2025-06-05,2025-06-06,2025-06-06,0.21000000000000002,2024年年度权益分派实施公告,pdf/1223713996.pdf,e87f960acfa69c76c12043c526086ca5f9b9b70377e62b0f5a0edd6215b5d31f,COMPLETE
1223714286,300712,永福股份,2025-05-28,2025-06-04,2025-06-05,2025-06-05,0.05,2024年年度权益分派实施公告,pdf/1223714286.pdf,2644efaba1895850b5e6b59e9a5a757e75fa4fd46ca9e51716cf8e4c996097e5,COMPLETE
1223714725,301150,中一科技,2025-05-28,2025-06-05,,,,2024年年度权益分派实施公告,pdf/1223714725.pdf,d70029822225c783cf3fb77e2319457f4ea3b41126e5843736cc9fc8aebdaef6,NO_CASH_DIVIDEND
1223714731,300892,品渥食品,2025-05-28,2025-06-04,2025-06-05,2025-06-05,0.1,2024年年度权益分派实施公告,pdf/1223714731.pdf,c53c0fddef5a097e8727cc10c591851b5aff2d55856cde573f4a4bb5786b3a16,COMPLETE
1223714733,300443,金雷股份,2025-05-28,2025-06-04,2025-06-05,2025-06-05,0.06999999999999999,2024年年度权益分派实施公告,pdf/1223714733.pdf,cee73fe5087eb7305a5507a83a80c61dcd71a6f398619600ebbd85e685809de2,COMPLETE
1223715171,300682,朗新集团,2025-05-28,2025-06-05,2025-06-06,2025-06-06,0.25,2024年年度权益分派实施公告,pdf/1223715171.pdf,97b50c2bf61e2b5d6471b73b9ab44dfb8b79ccaa0f2ea24d9f89d6908ee43ded,COMPLETE
1223715479,300641,正丹股份,2025-05-28,2025-06-04,2025-06-05,2025-06-05,0.3,2024年年度权益分派实施公告,pdf/1223715479.pdf,afa2f1f64ac539b17fb852dc5c6fef731180777fc38a400a0a661795f040a06a,COMPLETE
