announcement_id,security_code,security_name,publish_date,record_date,ex_date,payment_date,cash_per_share,title,source_file,source_sha256,override_applied,status
1223477632,002463,沪电股份,2025-05-07,2025-05-13,2025-05-14,2025-05-14,0.5,2024年度权益分派实施公告,pdf/1223477632.pdf,276a6b2d6f1eb675300f854affa7e3f0c316d72e325f0d1a9651e16ea3d5af0c,false,COMPLETE
1223477738,003008,开普检测,2025-05-07,2025-05-13,2025-05-14,2025-05-14,0.5,2024年年度权益分派实施公告,pdf/1223477738.pdf,bf0f4f83afa9b6a06ecbab8e536cfcea45281f6f6162d9ef4188a1d584bff27a,false,COMPLETE
1223477817,688131,皓元医药,2025-05-07,2025-05-13,2025-05-14,2025-05-14,0.15,上海皓元医药股份有限公司2024年年度权益分派实施公告,pdf/1223477817.pdf,b31a1a586e155248e996bbc3f5641bd6a73657ada37c901d66ff23fc9a42a3bf,false,COMPLETE
1223478582,002706,良信股份,2025-05-07,2025-05-12,2025-05-13,2025-05-13,0.22000000000000003,关于2024年度权益分派实施公告,pdf/1223478582.pdf,48e7d9bf35ce78893f417a252abe32b897a3c0117f528866809d4b05d28aedd9,false,COMPLETE
1223478682,688721,龙图光罩,2025-05-07,2025-05-12,2025-05-13,2025-05-13,0.4,深圳市龙图光罩股份有限公司2024年年度权益分派实施公告,pdf/1223478682.pdf,8dd872417ec6c270532f95427769c35f59738e4ea328dfb7e2e8627afcf87132,false,COMPLETE
1223491661,920682,球冠电缆,2025-05-07,2025-05-15,2025-05-16,2025-05-16,0.2,2024年年度权益分派实施公告,pdf/1223491661.pdf,3ef0028ee6e078831fb1019bc49b8519fb8dd50c1fc6ee6c31c90a8fcdafca82,false,COMPLETE
1223491665,832000,安徽凤凰,2025-05-07,2025-05-14,2025-05-15,2025-05-15,0.08,2024年年度权益分派实施公告,pdf/1223491665.pdf,aba4cb40278dc6a01d13824cb70cda8342dc510223534f7e654ccb09fee642ca,false,COMPLETE
1223491696,833394,民士达,2025-05-07,2025-05-15,2025-05-16,2025-05-16,0.2,2024年年度权益分派实施公告,pdf/1223491696.pdf,f55f5fa17a2f6c75858e9d0df41fedc2a61a636960d26c01570c0fdd34829880,false,COMPLETE
1223491568,300711,广哈通信,2025-05-07,2025-05-12,2025-05-13,2025-05-13,0.2,2024年年度权益分派实施公告,pdf/1223491568.pdf,728bf77fed6d98fc17d5f9c507f60ea0ead331f9776bbe8cb6a6a3e3e981425d,false,COMPLETE
1223491566,300771,智莱科技,2025-05-07,2025-05-13,2025-05-14,2025-05-14,0.15,2024年年度权益分派实施公告,pdf/1223491566.pdf,805f833ef3cf995bf58561b50617bb02297425fd9fa5d8e00ae5eee0c4a6246d,false,COMPLETE
